id,case_id,status,ai_recommendation,reason,created_at
APP-3081649c,CASE-2365,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.338901
APP-eb70ab06,CASE-2366,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.338901
APP-a23699ca,CASE-2367,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.338901
APP-506f24d3,CASE-2368,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.338901
APP-2186e4d7,CASE-2369,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.338901
APP-d082c5d0,CASE-2370,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T09:16:04.338901
APP-3611b097,CASE-2374,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.338901
APP-914ba24b,CASE-2376,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.338901
APP-8d82c72c,CASE-2378,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.338901
APP-7fcef88a,CASE-2379,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.338901
APP-e3a49c27,CASE-2380,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.338901
APP-fec012b8,CASE-2381,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.338901
APP-90f24ed9,CASE-2382,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.338901
APP-9cef6f7a,CASE-2383,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.338901
APP-4bdd7433,CASE-2385,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.338901
APP-1246973e,CASE-2386,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.338901
APP-3db1fa99,CASE-2387,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.338901
APP-a4d3de9d,CASE-2388,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.338901
APP-9e022e1a,CASE-2389,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.338901
APP-1b46ddef,CASE-2390,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.338901
APP-01f78ba5,CASE-2391,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.338901
APP-1e2a5969,CASE-2392,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.345213
APP-edd931c5,CASE-2393,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.345213
APP-5de3b02e,CASE-2394,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.345213
APP-5c5a5305,CASE-2397,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.346432
APP-fdd0c5e2,CASE-2398,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.346432
APP-34089a02,CASE-2399,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.346432
APP-f0579d65,CASE-2403,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.348460
APP-b5eafdb0,CASE-2405,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.348460
APP-f1d2f668,CASE-2408,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.350477
APP-8a5e8d90,CASE-2410,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.350477
APP-023a6fce,CASE-2413,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.350477
APP-d14cc787,CASE-2414,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.353050
APP-4b9cd9f5,CASE-2418,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.353050
APP-3c949dea,CASE-2423,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.356120
APP-7e815eee,CASE-2424,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.356895
APP-b67b5ab7,CASE-2433,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.358910
APP-a0ede9c3,CASE-2437,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.360963
APP-f0d13e32,CASE-2440,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.362479
APP-54ab0395,CASE-2441,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.362479
APP-3d3b8e1b,CASE-2445,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.365031
APP-78517c0e,CASE-2447,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.365031
APP-bd927502,CASE-2449,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.365031
APP-32095cb6,CASE-2453,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.367812
APP-26f9f2d4,CASE-2455,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.367812
APP-5b0e8b97,CASE-2466,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.372767
APP-476fd8c6,CASE-2467,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.372767
APP-0c462fc7,CASE-2476,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.377854
APP-2f57aa1c,CASE-2479,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.377854
APP-cca205c4,CASE-2480,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.377854
APP-2caf8b46,CASE-2481,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.377854
APP-3791a3a7,CASE-2482,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.377854
APP-7d3aa1ea,CASE-2484,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.380370
APP-b496d7f9,CASE-2485,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.380370
APP-fa6f515c,CASE-2488,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.382388
APP-cfabd249,CASE-2494,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.382388
APP-1ee2b87c,CASE-2496,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.382388
APP-cd802d2d,CASE-2497,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.382388
APP-eb7acb57,CASE-2498,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.382388
APP-9773a519,CASE-2501,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.385065
APP-1592ac72,CASE-2513,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.389417
APP-58a4827c,CASE-2517,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.389953
APP-72c29171,CASE-2520,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.391967
APP-11a26f6b,CASE-2522,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.391967
APP-a597026a,CASE-2523,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.391967
APP-329cf46f,CASE-2533,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.394979
APP-240acb66,CASE-2534,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.394979
APP-b5d38089,CASE-2540,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.397053
APP-7ea667c7,CASE-2543,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.397053
APP-fb0688fd,CASE-2546,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.397053
APP-cd228145,CASE-2558,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.404775
APP-559ddcc8,CASE-2559,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.404775
APP-a5de5284,CASE-2560,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.405283
APP-4a1a6a36,CASE-2565,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.406499
APP-4a4d09db,CASE-2567,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.407243
APP-6d55c8d3,CASE-2568,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.408756
APP-4b5d5beb,CASE-2577,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.410804
APP-8d6fb47c,CASE-2578,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.410804
APP-00b8eb1d,CASE-2595,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.414937
APP-5bde52b2,CASE-2609,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.418015
APP-baeaed87,CASE-2612,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.418015
APP-5597ba94,CASE-2616,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.419959
APP-2bce687b,CASE-2617,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T09:16:04.419959
APP-4cf88ef5,CASE-2619,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.419959
APP-1a11c0e4,CASE-2623,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.422016
APP-d93e666c,CASE-2624,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.422656
APP-e969185d,CASE-2627,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.422656
APP-e378ff1b,CASE-2629,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.422656
APP-f6cec414,CASE-2630,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.422656
APP-1dc38f5c,CASE-2637,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.425186
APP-6c64865e,CASE-2642,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.425186
APP-23ced374,CASE-2644,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.426512
APP-4285689a,CASE-2645,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.426512
APP-1179d9d2,CASE-2650,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.426512
APP-140fc47c,CASE-2651,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.426512
APP-82cf39a2,CASE-2652,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.426512
APP-9bc40cee,CASE-2653,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.426512
APP-d86de673,CASE-2654,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.428526
APP-f5b8b697,CASE-2655,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.428526
APP-989b9f45,CASE-2656,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.428526
APP-efdcda8e,CASE-2657,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.428526
APP-16e4369b,CASE-2658,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.428526
APP-5df14455,CASE-2659,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.428526
APP-aa605413,CASE-2660,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.428526
APP-dd2731f3,CASE-2661,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.428526
APP-d750767a,CASE-2662,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.428526
APP-db42ae16,CASE-2664,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.430572
APP-6cab33d0,CASE-2665,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T19:16:04.430572
APP-08085dba,CASE-2666,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.430572
APP-148e3150,CASE-2667,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.430572
APP-a6d53e9f,CASE-2668,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.430572
APP-dd0915dc,CASE-2669,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.430572
APP-2c8493ca,CASE-2670,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.430572
APP-e04a3ed7,CASE-2671,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.430572
APP-44df1250,CASE-2672,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.430572
APP-37d6ea86,CASE-2673,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.430572
APP-22851fc3,CASE-2675,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.430572
APP-9edb1765,CASE-2676,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.430572
APP-3418193d,CASE-2677,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.430572
APP-05523a50,CASE-2678,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.430572
APP-452eb955,CASE-2679,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.432586
APP-55da478e,CASE-2680,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.432586
APP-89ac0345,CASE-2681,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.432586
APP-f1baa52d,CASE-2682,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.432586
APP-7688858f,CASE-2683,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.432586
APP-f8f076e0,CASE-2684,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.432586
APP-cdb0f812,CASE-2685,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.432586
APP-dce97433,CASE-2687,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.432586
APP-891d6e0e,CASE-2688,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.432586
APP-96f8c67e,CASE-2689,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.432586
APP-bcb0659e,CASE-2690,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.432586
APP-7e896cb3,CASE-2691,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.432586
APP-bc7b195c,CASE-2692,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.434100
APP-cab8243f,CASE-2693,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.434100
APP-8638d816,CASE-2694,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.435118
APP-783b6f4e,CASE-2695,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.435118
APP-28b575ac,CASE-2696,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.435118
APP-4b973ef9,CASE-2697,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.435118
APP-c4b4ed73,CASE-2698,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.435118
APP-b52bfc9a,CASE-2699,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.435118
APP-447fcef5,CASE-2700,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.435118
APP-3371d806,CASE-2701,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.437172
APP-717b0d99,CASE-2702,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.437880
APP-29c2acc6,CASE-2703,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.437880
APP-004d0d5e,CASE-2704,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.437880
APP-392053a1,CASE-2705,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.437880
